Year,Area Description,Species,Pounds,Trips,Average Price,Estimated Value
2016,TAMPA,GROUPER_SCAMP,98498,538,3.87,381190
2016,TAMPA,GROUPER_SNOWY,16823,40,3.34,56226
2016,TAMPA,GROUPER_WARSAW,1000,9,2.9,2900
2016,TAMPA,GROUPER_YELLOWEDGE,53889,41,3.94,212333
2016,TAMPA,GRUNTS,25690,372,1.07,27469
2016,TAMPA,HOGFISH,12802,135,4.63,59218
2016,TAMPA,PORGIES,25454,520,1.35,34388
2016,TAMPA,SEA BASS_MIXED,515,69,1.02,526
2016,TAMPA,SNAPPER_GREY (MANGROVE),35969,883,2.66,95658
2016,TAMPA,SNAPPER_LANE,6868,500,2.08,14292
2016,TAMPA,SNAPPER_MUTTON,2393,51,2.47,5923
2016,TAMPA,SNAPPER_OTHER,4964,26,2.92,14472
2016,TAMPA,SNAPPER_RED,180804,687,4.45,803834
2016,TAMPA,SNAPPER_SILK,601,31,2.24,1346
2016,TAMPA,SNAPPER_VERMILION,14253,388,2.6,37109
2016,TAMPA,SNAPPER_YELLOWTAIL,887,93,2.49,2205
2016,TAMPA,TILEFISH (GOLDEN),12510,18,2.84,35555
2016,TAMPA,TILEFISH_BLUELINE (GRAY),9561,21,1.3,12454
2016,TAMPA,TRIGGERFISH,3629,184,1.49,5397
2016,TORTUGAS,AMBERJACKS,42419,83,1.52,64380
2016,TORTUGAS,GROUPER_BLACK,10100,80,4.37,44130
2016,TORTUGAS,GROUPER_GAG,6501,46,4.4,28619
2016,TORTUGAS,GROUPER_OTHER,4752,33,3.08,14625
2016,TORTUGAS,GROUPER_RED,119667,166,3.45,412706
2016,TORTUGAS,GROUPER_SCAMP,7314,50,3.96,28930
2016,TORTUGAS,GROUPER_SNOWY,28085,86,4.18,117399
2016,TORTUGAS,GROUPER_WARSAW,981,9,2.95,2898
2016,TORTUGAS,GROUPER_YELLOWEDGE,15931,66,4.09,65157
2016,TORTUGAS,GROUPER_YELLOWFIN,15,2,2.31,35
2016,TORTUGAS,GRUNTS,2447,45,1.1,2680
2016,TORTUGAS,HOGFISH,1584,51,4.15,6577
2016,TORTUGAS,PORGIES,5684,76,1.43,8112
2016,TORTUGAS,SNAPPER_GREY (MANGROVE),32391,243,2.03,65650
2016,TORTUGAS,SNAPPER_LANE,5938,50,1.77,10521
2016,TORTUGAS,SNAPPER_MUTTON,30885,198,2.57,79489
2016,TORTUGAS,SNAPPER_OTHER,16788,34,3.5,58694
2016,TORTUGAS,SNAPPER_RED,9568,35,4.27,40884
2016,TORTUGAS,SNAPPER_SILK,5620,34,3.65,20509
2016,TORTUGAS,SNAPPER_VERMILION,1047,22,2.6,2726
2016,TORTUGAS,SNAPPER_YELLOWTAIL,963700,1215,3.1,2983813
2016,TORTUGAS,TILEFISH (GOLDEN),28037,62,3.86,108213
2016,TORTUGAS,TILEFISH_BLUELINE (GRAY),17037,54,1.92,32642
2016,TORTUGAS,TRIGGERFISH,1505,26,1.53,2301
2016,WEST PALM BEACH,AMBERJACKS,98637,343,1.35,132764
2016,WEST PALM BEACH,GROUPER_BLACK,1295,38,5,6478
2016,WEST PALM BEACH,GROUPER_GAG,1784,33,5.2,9278
2016,WEST PALM BEACH,GROUPER_OTHER,28,12,3.74,106
2016,WEST PALM BEACH,GROUPER_RED,275,13,4.36,1199
2016,WEST PALM BEACH,GROUPER_SCAMP,49,4,5.39,266
2016,WEST PALM BEACH,GROUPER_SNOWY,2487,61,5.17,12844
2016,WEST PALM BEACH,GROUPER_YELLOWEDGE,379,17,5.32,2017
2016,WEST PALM BEACH,GRUNTS,2469,414,1.25,3084
2016,WEST PALM BEACH,HOGFISH,1108,53,4.83,5351
2016,WEST PALM BEACH,PORGIES,1719,170,1.6,2750
2016,WEST PALM BEACH,SEA BASS_MIXED,1480,43,3.7,5481
2016,WEST PALM BEACH,SNAPPER_GREY (MANGROVE),1238,127,4.17,5163
2016,WEST PALM BEACH,SNAPPER_LANE,588,57,3.51,2063
2016,WEST PALM BEACH,SNAPPER_MUTTON,6083,251,4.46,27131
2016,WEST PALM BEACH,SNAPPER_OTHER,334,12,4.14,1382
2016,WEST PALM BEACH,SNAPPER_RED,60,1,3.68,221
2016,WEST PALM BEACH,SNAPPER_SILK,758,19,4.49,3402
2016,WEST PALM BEACH,SNAPPER_VERMILION,4431,106,4.17,18466
2016,WEST PALM BEACH,SNAPPER_YELLOWTAIL,23421,355,4.24,99252
2016,WEST PALM BEACH,TILEFISH (GOLDEN),40701,187,3.89,158185
2016,WEST PALM BEACH,TILEFISH_BLUELINE (GRAY),2641,50,3.68,9707
2016,WEST PALM BEACH,TRIGGERFISH,1015,87,1.58,1607
